,area,eccentricity,perimeter,euler_number,orientation,solidity,area_bbox,area_convex,axis_major_length,axis_minor_length,firs_hu_moment,second_hu_moment,discrete_compactness,discrete_tortuosity,label
0,2110873.0,0.855631812190324581,8546.755477532546138,-4.0,1.5319287070181566435,0.94644782723126952284,3043250.0,2230311.0,2298.1839001022540288,1189.5054467605509672,0.00097456509417809191083,9.381226574615303218e-08,0.9996758329496494566,0.52450755158476924933,1.0
1,1650691.0,0.897473170392127928,7212.0162287141456545,1.0,1.5532583839645419665,0.94566425441812718145,2396025.0,1745536.0,2214.6326838760510327,976.80593788856754145,0.00087086127303511351623,7.001974243336297171e-08,0.9996858191428945606,0.5198821396192202515,1.0
2,1345506.0,0.86048258827103463187,5808.8606742923184356,0.0,1.4573989402182954134,0.9395171510866718867,2000226.0,1432125.0,1854.0718384676818005,944.6122380146815658,0.0008116772123884612167,6.464547594552862178e-08,0.9997826038254186143,0.5219729651998850084,1.0
3,1801955.0,0.8717443896286738436,8158.7411921826733305,-4.0,-1.5629454132231157537,0.93277148236205176257,2709342.0,1931829.0,2188.4073135077524057,1072.2340964458282997,0.00084006810219901110245,6.717923310539700484e-08,0.9996127339596262429,0.5274174676138738693,1.0
4,2096541.0,0.88117165101302774577,12052.716297950755688,-19.0,1.4932517628866457393,0.90790321546917307494,3232087.0,2309212.0,2411.2647008553640262,1140.0374882866872213,0.00091214167663962236396,7.4732726075605099016e-08,0.99925290413453660143,0.5309537572254335869,1.0
5,2413738.0,0.8612330510630312741,11111.611608805260403,-16.0,1.5278928543290599684,0.92720069851067110633,3571122.0,2603253.0,2527.9425015855226775,1284.7262249365053322,0.0009784285382181485882,8.5165774265439052923e-08,0.9994924592079539316,0.5186444730549935045,1.0
6,2368725.0,0.86847097566533126844,10267.252085663827529,-6.0,1.478813622022862706,0.92182886550515974466,3677184.0,2569593.0,2521.9846146429295004,1250.248695664959314,0.00092788982246408803836,7.77015545626449704e-08,0.99956583607083926424,0.5273445437029252725,1.0
7,1960975.0,0.8884454317583028171,8043.1360697612908552,-3.0,1.5052196565665263428,0.9390756715003422128,2893657.0,2088197.0,2358.2501378773008582,1082.3949773966971861,0.00088102914505106151837,7.7724292376327555564e-08,0.9996884855364510658,0.51826343381389250453,1.0
8,2287419.0,0.86709881593948057166,13266.394580225056416,-33.0,1.4367239014945045739,0.87770852215126970997,3504816.0,2606126.0,2485.4901321909051148,1238.1125338600033956,0.0008914277788895348751,7.570002526677075787e-08,0.9992107389278876983,0.52794409526959973356,1.0
9,2227067.0,0.8473703916604178321,9592.842922735337197,-12.0,1.5377578570403473979,0.9328674023545082683,3296436.0,2387335.0,2338.165222489761618,1241.5710596939768493,0.00091391045834441925894,8.2838903058086803405e-08,0.9995929704551272943,0.52533293099979883056,1.0
10,1794076.0,0.85048118382679083194,8535.330116681880099,-8.0,-1.536463582355852564,0.94072429556158443376,2620128.0,1907122.0,2103.9460695641678285,1106.6871441489649897,0.0008421301163206741918,7.0140771782259579094e-08,0.9995568778366916707,0.48851327008526485018,1.0
